User_ID,Movies_Watched
113,"Ong-Bak 3, American History X, Superman, Romancing the Stone, The Firm, Joan of Arc, Sense and Sensibility, Open Range, The Equalizer, WALL-E, Collateral, Catch Me If You Can"
114,"The Enforcer, Clash of the Titans, Mutiny on the Bounty, The Golden Child, Charlie Wilson's War, Cloudy with a Chance of Meatballs, Pirates of the Caribbean: Dead Man's Chest, Ted, A Prophet, American Gangster, The Black Dahlia, Star Trek Beyond, Quantum of Solace, Rocky II, Toy Story, Terminator Genisys, Pirates of the Caribbean: At World's End, The Village, Despicable Me 2, Batman"
115,"Fiddler on the Roof, Catch Me If You Can, Apocalypse Now, Thor: The Dark World, 1492: Conquest of Paradise, The Adventures of Robin Hood, True Grit, Ransom, Minions, Dogma, Fast Five, Zootopia, Sleepless in Seattle, Bad Boys, The Black Dahlia"
116,"A Beautiful Mind, Once Upon a Time in China III, Toy Story 3, Superman, Looper, Beverly Hills Cop II, Rio Bravo, Lolita, 101 Dalmatians, Only God Forgives, 47 Ronin, Charlie and the Chocolate Factory, Samson and Delilah, Fantastic Beasts and Where to Find Them, Magnificent Bodyguards, The Hobbit: The Battle of the Five Armies, Star Trek: Generations, Brooklyn's Finest"
117,"Singin' in the Rain, Shallow Grave, Gremlins 2: The New Batch, Children of Men, Sherlock Holmes, 48 Hrs., Looper, Ocean's 11, The Expendables, Smokey and the Bandit, Star Trek VI: The Undiscovered Country, Blade Runner"
118,"X2, 28 Weeks Later, Scott Pilgrim vs. the World, Zatoichi, The Flintstones, Passengers"
119,"Anchorman: The Legend of Ron Burgundy, A Clockwork Orange, Rocky II, Bridge of Spies, Thor, U.S. Marshals, Madagascar, Tootsie, On Her Majesty's Secret Service"
120,"Shanghai Noon, Doctor Zhivago, 28 Weeks Later, Star Trek VI: The Undiscovered Country, Notting Hill, Matchstick Men, Metropolis, For a Few Dollars More, Anna Karenina, The Longest Yard, 21 Jump Street, My Best Friend's Wedding, X-Men: First Class, Dumb and Dumber, Annie Hall, Citizen Kane, The Sound of Music"
121,"Braveheart, The Mummy, Pumping Iron, A Bridge Too Far, Oliver!, WALL-E, Die Hard, Innerspace, The Twilight Saga: New Moon, The Color of Money, Project A Part II, Snake and Crane Arts of Shaolin"
122,"Star Wars: The Force Awakens, I Am Legend, Gods of Egypt, On the Waterfront, U.S. Marshals, A Fistful of Dynamite, Midway, Lone Wolf and Cub: Baby Cart to Hades, Moonstruck, Grand Prix, Boogie Nights, It's a Mad, Mad, Mad, Mad World, The Dirty Dozen, The Assassination of Jesse James by the Coward Robert Ford, The Alamo, Despicable Me, Hannibal, Knight and Day"
123,"Now You See Me, Innerspace, Psycho, Magic Mike, Moonraker, Anna Karenina, Leon"
124,"Master and Commander: The Far Side of the World, Ferris Bueller's Day Off, The Omen, Spies Like Us, The Lion King, Murder on the Orient Express, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, Ghostbusters, E.T.: The Extra-Terrestrial"
125,"Cowboys & Aliens, The Godfather, The Hidden Fortress, Dead Poets Society, Samurai II: Duel at Ichijoji Temple"
126,"Casino Royale, Taxi Driver, Die Hard, Steve Jobs, Cleopatra, Young Detective Dee: Rise of the Sea Dragon, Shaun of the Dead, Transporter 2, Only God Forgives, Shooter, The Simpsons Movie, Dead Man's Shoes, Death Warrant, Hara-Kiri: Death of a Samurai, A Clockwork Orange"
127,"Throne of Blood, The Way of the Gun, Cinderella, Happy Feet Two, Star Trek: First Contact, 20,000 Leagues Under the Sea, Night at the Museum"
128,"Kelly's Heroes, 20,000 Leagues Under the Sea, The Hobbit: The Battle of the Five Armies, Pete's Dragon, Training Day, The Guns of Navarone, East of Eden, Flags of our Fathers, Minions, Easy Rider, Rocky IV, The Twilight Saga: Breaking Dawn - Part 1, The Lego Movie, Amistad, A Clockwork Orange, Fast & Furious 6, Finding Nemo, Hard Target, The Hateful Eight"
129,"O Brother, Where Art Thou?, Dog Day Afternoon, Legend, Samurai Saga, Smokey and the Bandit II, The Killers, Speed, Lone Wolf and Cub: Baby Cart in Peril, Inside Llewyn Davis, Cloudy with a Chance of Meatballs, Crouching Tiger, Hidden Dragon, The Big Boss, Notting Hill, There Will Be Blood, Red Heat, Abraham Lincoln: Vampire Hunter, Born on the Fourth of July, The Perfect Storm"
130,"The Fearless Hyena, Serenity, Up, District 13, Innerspace, WALL-E, JFK, King Kong, Star Wars: Episode II - Attack of the Clones, Indiana Jones and the Last Crusade, It's a Mad, Mad, Mad, Mad World, Jerry Maguire, Rocky, Pumping Iron, Metropolis, Happy Feet Two, Beverly Hills Cop II, Gladiator, The Long Kiss Goodnight, Philadelphia"
131,"Godzilla, xXx, Joan of Arc, Hot Fuzz, The Black Dahlia, Samurai III: Duel at Ganryu Island, The Long Riders, Around the World in 80 Days, Way of the Dragon, The Jungle Book, Gone with the Wind, The Tale of Osaka Castle"
132,"Rogue One: A Star Wars Story, Ironclad, Warrior King, Gran Torino, Julius Caesar, Young Detective Dee: Rise of the Sea Dragon, Diamonds are Forever, Life of Pi, Get Shorty, Rush Hour 2, Eraser, The Seventh Veil, Collateral, Shallow Grave, The Grapes of Wrath"
133,"Fargo, Lolita, Key Largo, Pirates of the Caribbean: At World's End, Chasing Amy, Harry Potter and the Half-Blood Prince, For Whom the Bell Tolls, Airport, A Better Tomorrow II, Brooklyn's Finest, Spiritual Kung Fu, On the Waterfront, Pete's Dragon, Mothra vs. Godzilla, Easy Rider, GoldenEye, What's New Pussycat?, Sunshine"
134,"Star Trek V: The Final Frontier, Hansel & Gretel: Witch Hunters, Star Wars: Episode III - Revenge of the Sith, District 13: Ultimatum, Junior, Shrek Forever After, Sully, The World Is Not Enough, The Diary of Anne Frank, Mesrine Part 2: Public Enemy Number 1"
135,"Captain America: The Winter Soldier, Liar Liar, The Jungle Book, Lawrence of Arabia, Die Hard: With A Vengeance, John Carter, Brooklyn's Finest, What Lies Beneath, Rogue One: A Star Wars Story, Avengers: Age of Ultron, King Solomon's Mines, Terminator 2: Judgement Day, Harry Potter and the Chamber of Secrets, Midnight Cowboy, The Three Musketeers, Jingle All the Way, Demolition Man, District 9, Inglourious Basterds"
136,"Sleepy Hollow, Twin Dragons, Jaws, Ice Age, Interview with the Vampire: The Vampire Chronicles, Zatoichi"
137,"Event Horizon, Jerry Maguire, The English Patient, Dead Man's Shoes, Pumping Iron, Love and Honor, Apocalypse Now, Star Trek V: The Final Frontier, Fight Club, Cloudy with a Chance of Meatballs"
138,"Jason Bourne, Boiling Point, Metropolis, Key Largo, Night Watch, Magic Mike, Nippon tanjo, A Place in the Sun, The Bushido Blade, The Blues Brothers, 127 Hours, Jerry Maguire, The Silence of the Lambs, Fast Five, Clash of the Titans, Thelma & Louise, The Passion of the Christ, The Last Temptation of Christ, 21 Jump Street"
139,"Indiana Jones and the Kingdom of the Crystal Skull, What's New Pussycat?, Moulin Rouge, Pirates of the Caribbean: At World's End, Memento"
140,"RocknRolla, Twinkle, Twinkle Lucky Stars, The 39 Steps, Gran Torino, Indecent Proposal, Legend, Jerry Maguire, American History X, Poltergeist"
141,"Underworld: Awakening, The Forbidden Kingdom, Jurassic World, Notting Hill, Tora! Tora! Tora!, Bee Movie, The Bourne Supremacy, The Amazing Spider-Man"
142,"Miracle on 34th Street, Das Boot, Mamma Mia!, Ran, Madagascar: Escape 2 Africa, Sicario, Live and Let Die, The Vikings, War of the Worlds, Event Horizon, Die Hard: With A Vengeance, The Jungle Book, Von Ryan's Express, Jupiter Ascending, Bram Stoker's Dracula, Indiana Jones and the Kingdom of the Crystal Skull"
143,"Stardust, Shrek the Third, Ride with the Devil, Swiss Family Robinson, The Bridge on the River Kwai"
144,"Kill Bill: Vol. 1, Fight Club, The Expendables 2, Armageddon, Jerry Maguire, Mutiny on the Bounty, The Firm, Click, Life of Pi"
145,"Layer Cake, A Bridge Too Far, Ben-Hur, Never Say Never Again, The King of Comedy, The Matrix Revolutions, The Goonies, Watchmen, Zatoichi, Chariots of Fire, War and Peace, Mean Streets, The Hunt For Red October, Boiling Point, Nippon tanjo, Crocodile Dundee II, Dawn of the Dead"
146,"Cat on a Hot Tin Roof, Speed, Vertigo, Collateral, In the Line of Fire, The Girl with the Dragon Tattoo, The Dead Pool, Master and Commander: The Far Side of the World, 28 Weeks Later, Iron Man 3, Cleopatra, A.I. Artificial Intelligence"
147,"Assault on Precinct 13, Rush Hour 2, 3:10 to Yuma, New York, New York, The Odd Couple"
148,"The League of Gentlemen's Apocalypse, Pretty Woman, Zero Dark Thirty, Fast Five, Shame, Kick-Ass, Battle Royale, Ghostbusters II, Inception, The Sword in the Stone, The Public Enemy, Detective Dee and the Mystery of the Phantom Flame, One Flew Over the Cuckoo's Nest, Million Dollar Baby, Sister Act, Blade Runner, Porky's"
149,"Inglourious Basterds, East of Eden, Straw Dogs, The Magnificent Seven, Hard Boiled, Dumb and Dumber, Honey, I Shrunk the Kids, Bill & Ted's Excellent Adventure, Back to the Future Part II, A Field in England, Mutiny on the Bounty, King Solomon's Mines"
150,"Star Wars: Episode IV: A New Hope, Collateral, All the President's Men, Labyrinth, Samurai II: Duel at Ichijoji Temple, Fist of Fury, Strangers on a Train, Warrior King 2, Harry Potter and the Order of the Phoenix, Dawn of the Dead"
151,"Point Break, Mulan, Shrek Forever After, G.I. Jane, Invictus, The Punisher, Zu Warriors from the Magic Mountain, Thelma & Louise"
152,"The Forbidden Kingdom, Star Wars: Episode II - Attack of the Clones, Maleficent, The Mermaid, Oliver!, RocknRolla, Armour of God, Despicable Me 2, Rush Hour 2, Kramer vs. Kramer, Sands of Iwo Jima, Terminator Salvation, Indiana Jones and the Kingdom of the Crystal Skull, Julius Caesar, Flatliners, Underworld: Evolution"
153,"End of Days, It's a Wonderful Life, Mallrats, Beowulf, Red Cliff, The Hunger Games: Mockingjay Part 1, Indiana Jones and the Kingdom of the Crystal Skull"
154,"Nippon tanjo, Blazing Saddles, Saving Private Ryan, The Second Best Exotic Marigold Hotel, The Jungle Book, Ant-Man, Murder on the Orient Express, Death Proof, The Magnificent Seven, Diamonds are Forever"
155,"Around the World in 80 Days, Cape Fear, The Mighty Ducks, Jackie Brown, Harry Potter and the Deathly Hallows - Part 1, Steve Jobs, The Rock, Rebel Without a Cause, Training Day, Police Story 3: Super Cop"
156,"The Fearless Hyena, A Farewell to Arms, Charlie's Angels, The Goonies, Twister, Inherent Vice, The Three Musketeers, Cape Fear, Julius Caesar, Once Upon a Time in the West"
157,"The Secret of My Success, Ice Age: Dawn of the Dinosaurs, The Tale of Osaka Castle, The Killers, Terminator Salvation, Kagemusha, The Twilight Saga: Breaking Dawn - Part 1, Rocky III, Furious 7, Shallow Grave, 12 Years a Slave"
158,"Sicario, Miss Peregrine's Home for Peculiar Children, Thelma & Louise, The Hidden Blade, Spiritual Kung Fu, Thor, Cabaret, Unbroken, Catwoman, Pumping Iron, Gunfight at the O.K. Corral, Serenity"
159,"Hero, The Last Samurai, Mean Streets, Armageddon, Gravity, Flushed Away, Notting Hill, Double Impact, Ghostbusters II, Casino Royale, Gangs of New York"
160,"K-19: The Widowmaker, Coming to America, Looper, Yojimbo, Ghost, The Killers, The Getaway, Superman II, Sin City: A Dame to Kill For, La Dolce Vita, Trance, Bad Santa, Death Proof, Grease, Downfall, Sleepy Hollow, Innerspace, Bad Santa 2, Aladdin, Butch Cassidy and the Sundance Kid"
161,"War and Peace, Alice in Wonderland, Saving Private Ryan, The Bourne Ultimatum, Lone Wolf and Cub: White Heaven in Hell, West Side Story, Mutiny on the Bounty, The Three Musketeers, Kung Fu Panda 2, Brief Encounter, Hara-Kiri: Death of a Samurai, Universal Soldier, Dead Poets Society, Waterworld"
162,"Dune, This Means War, The Diary of Anne Frank, Stakeout, Whirlwind, Young Frankenstein, Moulin Rouge, La Dolce Vita, 28 Weeks Later, The Rocky Horror Picture Show, Raw Deal, Pulp Fiction, Spider-Man 3, The Unforgiven, Mission: Impossible - Rogue Nation"
163,"Free Fire, The Parent Trap, Philadelphia, The Age of Innocence, The Bourne Identity, The Hound of the Baskervilles"
164,"Gladiator, Apocalypto, The Karate Kid, The Last King of Scotland, Face/Off, Rambo: First Blood Part II, Saturday Night Fever, A Better Tomorrow II, Where Eagles Dare, Blade, It's a Mad, Mad, Mad, Mad World, Trading Places"
165,"Ocean's Twelve, Burn After Reading, Dragon, Shrek 2, Drive, Mulan, Jaws, The Incredibles, The Revenant, Ghostbusters II, Othello, Underworld: Blood Wars, Ice Age: Collision Course, The Lost World: Jurassic Park, Spies Like Us, The Girl with the Dragon Tattoo, The Expendables, The Equalizer, American History X"
166,"The Nutty Professor, Casino Royale, A Better Tomorrow II, Prisoners, Where Eagles Dare"
167,"City of God, Snatch, Where Eagles Dare, Ratatouille, 1492: Conquest of Paradise, A Better Tomorrow III, The Deep, Cast Away, The Parent Trap, Samurai Saga, Minions, To Kill a Mockingbird"
168,"What's New Pussycat?, Shrek, Underworld: Evolution, Shogun's Samurai, The Rock, True Grit, The Danish Girl, Edge of Tomorrow"
169,"Face/Off, Beyond Outrage, Lone Wolf and Cub: Baby Cart in the Land of Demons, Lawrence of Arabia, The Bridge on the River Kwai, King Kong, A Bridge Too Far"
170,"The One, The King and I, Sleeping Beauty, The Master, Ice Age: Continental Drift, Armour of God II: Operation Condor, Back to the Future"
171,"Brief Encounter, My Best Friend's Wedding, The Amityville Horror, Despicable Me, Enemy of the State, Face/Off, Fantastic Voyage, The Return of the Pink Panther, The Aviator, Pulp Fiction, Lincoln, Ong-Bak 2, The Three Musketeers, A Knight's Tale, Mrs. Doubtfire"
172,"The One, Kung Fu Panda 2, Shanghai Knights, Man of Steel, Minions"
173,"Harry Potter and the Half-Blood Prince, Mallrats, Sanjuro, Deliverance, The Naked Gun: From the Files of Police Squad!, Private Benjamin"
174,"Mutiny on the Bounty, Deliverance, Basic Instinct, Silver Streak, The Outlaw Josey Wales, Ted 2, Fearless, Avatar"
175,"Hard Target, Dead Poets Society, Ong-Bak 3, Sin City: A Dame to Kill For, Annie Get Your Gun, Braveheart, Goldfinger, 300, MASH, Good Morning, Vietnam, Mesrine Part 2: Public Enemy Number 1, Harry Potter and the Prisoner of Azkaban, Life of Pi, Ice Age: Collision Course, Hang 'Em High, My Best Friend's Wedding, Invincible, All the President's Men, Shooter"
176,"Bee Movie, 13 Assassins, Goldfinger, Swiss Family Robinson, A Few Good Men, Indecent Proposal, King Kong, Ant-Man, Merantau, Romancing the Stone, Happy Feet, Rashomon, The Eagle, Monty Python and the Holy Grail, There's Something About Mary"
177,"The Lord of the Rings: Return of the King, Cradle 2 the Grave, The Guns of Navarone, Burn After Reading, Bad Boys II"
178,"Wedding Crashers, Braveheart, The Hunger Games, Planet of the Apes, Duel, Angels with Dirty Faces, Man of Steel, What Lies Beneath, Gods of Egypt, The Talk of the Town, The Counsellor, The Abyss, The Towering Inferno, The Public Enemy, The Prestige"
179,"House of Flying Daggers, Giant, Cloudy with a Chance of Meatballs, The World Is Not Enough, Mary Poppins, Basic Instinct, The Smurfs, Midnight Cowboy"
180,"The Twilight Saga: Eclipse, Cradle 2 the Grave, 21 Grams, Independence Day, Grand Prix, Sleepy Hollow, Bedknobs and Broomsticks, Broken Arrow, The Wolverine, The Three Musketeers, Under Siege, Star Wars: Episode VI - Return of the Jedi, The Talk of the Town"
181,"Beyond Outrage, Man of Steel, Donnie Brasco, For Your Eyes Only, Sherlock Holmes: A Game of Shadows, The Raid, The Secret Life of Pets, Windtalkers, Captain America: The Winter Soldier, Chariots of Fire, The One, Basic Instinct, Annie, Pretty Woman, 47 Samurai, Dawn of the Dead"
182,"Aladdin, Mission: Impossible - Rogue Nation, Sabotage, Monsters University, Casablanca, The Twilight Saga: Breaking Dawn - Part 2, Apollo 13, Death Warrant, Collateral, Twister, Ong-Bak 2, The Abyss, Die Hard, The Matrix Revolutions, Key Largo, Silver Streak, The Long Kiss Goodnight"
183,"Abraham Lincoln: Vampire Hunter, Dirty Harry, Gentlemen Prefer Blondes, Cloudy with a Chance of Meatballs, Easy Rider, Bee Movie, Alien 3, Ice Age: Continental Drift, A Knight's Tale, Ghostbusters, Pretty Woman, Ice Age: Dawn of the Dinosaurs, The Hangover Part II, Transformers, Centurion, Total Recall"
184,"The Nice Guys, Chariots of Fire, Sands of Iwo Jima, Giant, Othello"
185,"Beowulf, Sunshine, Warrior King 2, Troy, Anastasia, Airplane!, Alice in Wonderland, A Better Tomorrow II, Metropolis, Empire of the Sun, The Bourne Identity, New York, New York, The Chronicles of Narnia: Prince Caspian, Godzilla, The King of Comedy"
186,"Spider-Man 2, Event Horizon, Dead Poets Society, The Outlaw Josey Wales, Monty Python and the Holy Grail, Matchstick Men, Goodbye, Mr. Chips, The Searchers, Batman & Robin, A Beautiful Mind, The Hidden Blade"
187,"Young Frankenstein, Iron Man, Cocktail, The Shootist, Seven Samurai, The Matrix Reloaded, Rashomon, Toy Story 2, To Have and Have Not, The Bushido Blade, A Hard Day's Night, Scarface, Cat on a Hot Tin Roof, Blade, Samurai II: Duel at Ichijoji Temple, The Hobbit: The Desolation of Smaug, Flash Gordon"
188,"Lady and the Tramp, The Shootist, The Fearless Hyena, Jupiter Ascending, The Longest Day, The Alamo, Hook, Sunshine, Hot Fuzz"
189,"This Means War, Fantastic Voyage, The Wolfman, Stir Crazy, Pirates of the Caribbean: At World's End, Psycho, Mad Max: Fury Road, Strangers on a Train, X-Men: First Class, Speed, Armageddon, The Hunger Games: Catching Fire, Porky's, Beverly Hills Cop II, The Return of the Musketeers"
190,"Armour of God II: Operation Condor, The Fall of Ako Castle, Sucker Punch, The Sound of Music, A Million Ways to Die in the West, Star Trek: The Motion Picture, The Fast and the Furious: Tokyo Drift, The Big Sleep, Double Impact, Hamlet, Kung Fu Hustle, K-19: The Widowmaker, Hot Fuzz, Deliverance, Ong-Bak, The Robe, Transformers: Revenge of the Fallen, Kingdom of Heaven, Avatar"
191,"Die Hard 2, Terminator 2: Judgement Day, Hulk, The Addams Family, Cars, The Matrix, The Expendables 3, How the West Was Won, Grease, The Matrix Revolutions, Despicable Me 2, The Hurt Locker, Meet the Parents, Death Warrant, End of Days"
192,"Stargate, The Odd Couple, We Are Marshall, Thor: The Dark World, Dawn of the Dead, Twin Dragons, Tangled, Star Wars: Episode III - Revenge of the Sith, The Karate Kid, Part II, 47 Samurai, Dead Poets Society, Prisoners, Moana, Night Watch, Stealth"
193,"Zootopia, Clerks, The Abyss, Old Yeller, Hannibal, Shane, Demolition Man, The Witches of Eastwick, Once Upon a Time in the West, The Goonies, The Flintstones, Fargo, When the Last Sword Is Drawn, Magnum Force"
194,"Patton, The Killers, The Golden Child, Bruce Almighty, Lethal Weapon, Oliver!, Dawn of the Dead, Kickboxer, Pumping Iron, The Cannonball Run, Raiders of the Lost Ark, Fiddler on the Roof, Good Night, and Good Luck, Windtalkers, Harry Potter and the Order of the Phoenix, Convoy, 47 Samurai, The Raid 2, The Hidden Blade"
195,"The Assassination of Jesse James by the Coward Robert Ford, 28 Weeks Later, Kiss Kiss Bang Bang, Once Upon a Time in the Midlands, Star Trek: Nemesis, For Whom the Bell Tolls, 47 Ronin"
196,"Miami Vice, Mallrats, WarGames, This Is England, Sleepless in Seattle, Ong-Bak, Strange Days, Man on Wire, Casino Royale, Raging Bull"
197,"King Solomon's Mines, The Mighty Ducks, Anna Karenina, Star Wars: Episode II - Attack of the Clones, Austin Powers: The Spy Who Shagged Me, Blade II, Terms of Endearment, Sausage Party, Von Ryan's Express, A Fistful of Dynamite"
198,"Equilibrium, The Little Mermaid, Die Hard, Star Wars: Episode II - Attack of the Clones, Zoolander 2"
199,"Star Wars: The Force Awakens, The Godfather Part II, E.T.: The Extra-Terrestrial, A Knight's Tale, Othello, The Sound of Music, Batman & Robin, O Brother, Where Art Thou?, Trading Places"
200,"Hannibal, Silver Streak, Ip Man 3, Sherlock Holmes: A Game of Shadows, The Public Enemy, The Diary of Anne Frank, Taxi Driver, Toy Story, Kung Fu Panda 3, To Kill a Mockingbird, The Mighty Ducks, Ice Age, Jerry Maguire, The Mummy Returns, Airport, Lone Survivor, The Truman Show, Live and Let Die, The Terminal, The Age of Innocence"
201,"The Hunt For Red October, Dragon Fist, Paint Your Wagon, The Hurt Locker, Lady and the Tramp, Rocky, Ratatouille, Dune, Rush Hour, The Grapes of Wrath, The Sword in the Stone, For Your Eyes Only"
202,"Equilibrium, Yojimbo, Chocolat, X-Men: Apocalypse, Lock, Stock and Two Smoking Barrels, Full Metal Jacket, Duel, No Country for Old Men"
203,"Tomorrow Never Dies, The Unforgiven, The Firm, Taken, Rogue One: A Star Wars Story, A Room for Romeo Brass, Apocalypto, Drunken Master, Talladega Nights: The Ballad of Ricky Bobby, Pumping Iron, City Slickers, The King and I, The Hangover"
204,"Gran Torino, 2001: A Space Odyssey, Bonnie and Clyde, Psycho, Legend, Love Story, Bad Boys II, Amistad, 300, Snake and Crane Arts of Shaolin, Ratatouille, Cape Fear, King Arthur"
205,"The African Queen, Shallow Grave, Thor, The Vikings, 101 Dalmatians, The Hidden Fortress, Close Encounters of the Third Kind, Universal Soldier, Frankenstein, Zatoichi, Unforgiven"
206,"Talladega Nights: The Ballad of Ricky Bobby, The Mummy: Tomb of the Dragon Emperor, The Seventh Veil, Miracle on 34th Street, Trading Places, Lone Survivor, Star Trek II: The Wrath of Khan, Inside Out, Once Were Warriors, Kiss of the Dragon, X-Men: The Last Stand, Airport 1975"
207,"Sully, My Best Friend's Wedding, The Hunt For Red October, The Bodyguard, The Untouchables, Deadpool, Black Death, The Punisher, xXx, Troy, The Replacement Killers, Jackie Brown, Underworld: Blood Wars, The Wolf of Wall Street"
208,"The African Queen, The Adventures of Robin Hood, Look Who's Talking, Who Framed Roger Rabbit?, Star Wars: The Force Awakens, Pearl Harbor, Superman II, Bad Boys, Sister Act, The Spy Who Loved Me"
209,"The Lion King, A Field in England, Kill List, Robin Hood: Prince of Thieves, Ratatouille, Honey, I Shrunk the Kids, Anastasia, The Twilight Saga: Eclipse, One Hundred and One Dalmatians, The Nutty Professor, Mars Attacks!, Chappie, Rocky III, Charlie's Angels: Full Throttle, Young Guns II: Blaze of Glory, The Sting, Lone Wolf and Cub: Baby Cart in the Land of Demons, Gangs of New York"
210,"Kung Fu Panda 3, Braveheart, Star Trek: Nemesis, The Naked Gun: From the Files of Police Squad!, The Color of Money, Rush Hour 2, Ocean's Eleven, Despicable Me"
211,"The Muppet Movie, Night of the Living Dead, Harry Potter and the Philosopher's Stone, Space Cowboys, Dawn of the Dead, Patton, Outrage, 3:10 to Yuma, Robin Hood: Prince of Thieves, Die Another Day, Black Death, What Lies Beneath, Footloose, Angels with Dirty Faces, Cocoon, John Carter, Flushed Away, Raiders of the Lost Ark, Outbreak, E.T.: The Extra-Terrestrial"
212,"The Lion King, Kiss of the Dragon, A Prophet, I, Robot, Twilight, The Magnificent Seven, Deadpool, Yojimbo, Star Trek VI: The Undiscovered Country, Home Alone, The Fast and the Furious: Tokyo Drift"
213,"Mad Max, Key Largo, The King's Speech, Godzilla, Snake and Crane Arts of Shaolin, Captain America: The Winter Soldier, Layer Cake, Monty Python and the Holy Grail, The Way of the Gun, The Replacement Killers, Avatar, A Room for Romeo Brass, Interview with the Vampire: The Vampire Chronicles, Rocky III, The Last of the Mohicans, Frost/Nixon, Lawrence of Arabia, Star Trek: Insurrection"
214,"Harry Potter and the Deathly Hallows - Part 2, Finding Dory, Ice Age: The Meltdown, The Shootist, When the Last Sword Is Drawn, The Sting, Grand Prix, Monty Python's Life of Brian, Deepwater Horizon, X-Men: Days of Future Past, Air Force One, Finding Nemo, Pale Rider, Rashomon, From Here to Eternity, Ant-Man, The Jerk, What Lies Beneath, Unforgiven, Goodbye, Mr. Chips"
215,"Mesrine Part 1: Killer Instinct, Hot Shots!, King Arthur, Fast Five, Superman II, The Fearless Hyena, Independence Day: Resurgence, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Ex Machina, Momentum, The Kingdom, Star Trek: Nemesis, Revenge of the Pink Panther, Demolition Man, Terminator Salvation, The Bourne Ultimatum, Madagascar 3: Europe's Most Wanted, Romeo and Juliet, Project A Part II"
216,"Cape Fear, Cape Fear, Intolerable Cruelty, Leon, A Room for Romeo Brass, Ted, Batman v Superman: Dawn of Justice, You Only Live Twice, Angels with Dirty Faces, Charlie and the Chocolate Factory, Night of the Living Dead, Tears of the Sun, 28 Days Later"
217,"Silence, The Twilight Saga: Breaking Dawn - Part 2, Sunshine, The Magnificent Seven, West Side Story, La Dolce Vita, Clash of the Titans, Ex Machina, Star Trek: Insurrection, Under Siege, A Fistful of Dynamite, Enter the Dragon, Live and Let Die, Flash Gordon, The Great Dictator, Dirty Harry, Cars 2, Dragon Fist, Airport, Grand Prix"
218,"The Great Escape, City Slickers, Hamlet, Star Wars: Episode III - Revenge of the Sith, 22 Jump Street, Cloudy with a Chance of Meatballs, Once Upon a Time in China II, Deepwater Horizon, Anna Karenina, Mrs. Doubtfire"
219,"Sleepless in Seattle, Romeo and Juliet, Angels with Dirty Faces, The Exorcist, The Amazing Spider-Man 2, A Prophet, Shaun of the Dead, What Lies Beneath, The Kingdom, Annie Hall, Convoy, Shrek the Third, Chasing Amy, Police Story, The Ladykillers, 48 Hrs., Ali, Despicable Me 2, The Lord of the Rings: The Two Towers"
220,"Staying Alive, The Cannonball Run, Hancock, Taken, Life of Pi, The Longest Day, The Man from U.N.C.L.E., Aliens, Air Force One, Shallow Grave, For Whom the Bell Tolls, Casper"
221,"East of Eden, Brooklyn's Finest, The Last Temptation of Christ, Rambo: First Blood Part II, Invincible, Looper, The Fall of Ako Castle, Ant-Man, Samurai III: Duel at Ganryu Island, Mission: Impossible II, Easy Rider, Earthquake, American Sniper, Dirty Harry, Dead Man Down, Interview with the Vampire: The Vampire Chronicles, Ice Age: Collision Course, X-Men: Apocalypse, Stir Crazy, Apocalypto"
222,"Kramer vs. Kramer, Bullitt, Casper, Planet of the Apes, Mamma Mia!, Project A, Top Gun, The Untouchables, Body of Lies, Drive, American Beauty, Shaun of the Dead, Starsky & Hutch, Million Dollar Baby, O Brother, Where Art Thou?, Pirates of the Caribbean: Dead Man's Chest, Shutter Island, The Raid 2, The Bourne Supremacy, The Secret Life of Pets"
223,"The Master, Papillon, Solaris, Star Trek III: The Search For Spock, Rashomon"
224,"Lock, Stock and Two Smoking Barrels, Around the World in 80 Days, A Fistful of Dollars, Crimson Tide, The Killers, Night at the Museum, Iron Man 2, Star Wars: Episode V - The Empire Strikes Back, Smokey and the Bandit, Shutter Island, Earthquake, The Assassination of Jesse James by the Coward Robert Ford, King Solomon's Mines, Bonnie and Clyde, A History of Violence, American Sniper, Clash of the Titans, Spider-Man 2, Robin Hood"
225,"The Smurfs, Cloudy with a Chance of Meatballs, Swiss Family Robinson, Deadpool, 47 Samurai, Munich, Star Trek: Insurrection, Batman Forever, Goodfellas, Strange Days"
226,"Air Force One, Around the World in 80 Days, The Birds, Project A, Wedding Crashers, 28 Days Later, Lone Wolf and Cub: Baby Cart in Peril, King Solomon's Mines, Harry Potter and the Chamber of Secrets, Captain America: Civil War, GoldenEye, 3:10 to Yuma, Bridge of Spies, Twilight, The Misfits, The Twilight Saga: Eclipse, Conan the Destroyer"
227,"The Parent Trap, Crouching Tiger, Hidden Dragon: Sword of Destiny, Shogun's Samurai, The World Is Not Enough, Raw Deal"
228,"Shogun's Samurai, Ocean's 11, The Searchers, Ong-Bak 2, The Big Lebowski, Stargate, JFK"
229,"Rush Hour 2, Snatch, How the Grinch Stole Christmas, The Last Stand, Toy Story 3, Children of Men, The Matrix Revolutions, Lone Wolf and Cub: Baby Cart to Hades, There Will Be Blood, Layer Cake, Angels with Dirty Faces, Ong-Bak 3, The Misfits, Star Trek: Nemesis, Die Hard: With A Vengeance, A Knight's Tale, Schindler's List"
